Date,META_Price,TESLA_Price,MICROSOFT_Price,ORACLE_Price
2024-08-13,528.54,207.83,414.01,134.26
2024-08-14,526.76,201.38,416.86,135.6
2024-08-15,537.33,214.14,421.03,136.93
2024-08-16,527.42,216.12,418.47,137.47
2024-08-19,529.28,222.72,421.53,137.92
2024-08-20,526.73,221.1,424.8,139.17
2024-08-21,535.16,223.27,424.14,140.2
2024-08-22,531.93,210.66,415.55,138.08
2024-08-23,528.0,220.32,416.79,139.19
2024-08-26,521.12,213.21,413.49,138.9
2024-08-27,519.1,209.21,413.84,138.48
2024-08-28,516.78,205.75,410.6,137.88
2024-08-29,518.22,206.28,413.12,139.42
2024-08-30,521.31,214.11,417.14,141.29
2024-09-03,511.76,210.6,409.44,139.5
2024-09-04,512.74,219.41,408.9,140.75
2024-09-05,516.86,230.17,408.39,142.61
2024-09-06,500.27,210.73,401.7,141.81
2024-09-09,504.79,216.27,405.72,139.89
2024-09-10,504.79,226.17,414.2,155.89
2024-09-11,511.83,228.13,423.04,157.18
2024-09-12,525.6,229.81,427.0,161.38
2024-09-13,524.62,230.29,430.59,162.03
2024-09-16,533.28,226.78,431.34,170.33
2024-09-17,536.32,227.87,435.15,167.47
2024-09-18,537.95,227.2,430.81,164.53
2024-09-19,559.1,243.92,438.69,167.59
2024-09-20,561.35,238.25,435.27,168.0
2024-09-23,564.41,250.0,433.51,165.95
2024-09-24,563.33,254.27,429.17,165.8
2024-09-25,568.31,257.02,432.11,166.28
2024-09-26,567.84,254.22,431.31,168.1
2024-09-27,567.36,260.46,428.02,168.74
2024-09-30,572.44,261.63,430.3,170.4
2024-10-01,576.47,258.02,420.69,167.16
2024-10-02,572.81,249.02,417.13,167.71
2024-10-03,582.77,240.66,416.54,166.86
2024-10-04,595.94,250.08,416.06,170.86
2024-10-07,584.78,240.83,409.54,169.97
2024-10-08,592.89,244.5,414.71,174.37
2024-10-09,590.51,241.05,417.46,178.29
2024-10-10,583.83,238.77,415.84,175.41
2024-10-11,589.95,217.8,416.32,175.77
2024-10-14,590.42,219.16,419.14,176.12
2024-10-15,586.27,219.57,418.74,174.09
2024-10-16,576.79,221.33,416.12,174.77
2024-10-17,576.93,220.89,416.72,175.68
2024-10-18,576.47,220.7,418.16,174.69
2024-10-21,575.16,218.85,418.78,173.76
2024-10-22,582.01,217.97,427.51,175.31
2024-10-23,563.69,213.65,424.6,173.1
2024-10-24,567.78,260.48,424.73,174.38
2024-10-25,573.25,269.19,428.15,173.52
2024-10-28,578.16,262.51,426.59,172.42
2024-10-29,593.28,259.52,431.95,173.43
2024-10-30,591.8,257.55,432.53,174.56
2024-10-31,567.58,249.85,406.35,167.84
2024-11-01,567.16,248.98,410.37,170.02
2024-11-04,560.68,242.84,408.46,169.59
2024-11-05,572.43,251.44,411.46,171.78
2024-11-06,572.05,288.53,420.18,181.24
2024-11-07,591.7,296.91,425.43,186.37
2024-11-08,589.34,321.22,422.54,189.25
2024-11-11,583.17,350.0,418.01,189.13
2024-11-12,584.82,328.49,423.03,189.58
2024-11-13,580.0,330.24,425.2,189.63
2024-11-14,577.16,311.18,426.89,187.05
2024-11-15,554.08,320.72,415.0,183.74
2024-11-18,554.4,338.74,415.76,185.73
2024-11-19,561.09,346.0,417.79,188.9
2024-11-20,565.52,342.03,415.49,190.75
2024-11-21,563.09,339.64,412.87,192.43
2024-11-22,559.14,352.56,417.0,192.29
2024-11-25,565.11,338.59,418.79,187.99
2024-11-26,573.54,338.23,427.99,190.37
2024-11-27,569.2,332.89,422.99,182.7
2024-11-29,574.32,345.16,423.46,184.84
2024-12-02,592.83,357.09,430.98,181.41
2024-12-03,613.65,351.42,431.2,182.89
2024-12-04,613.78,357.93,437.42,188.19
2024-12-05,608.93,369.49,442.62,186.24
2024-12-06,623.77,389.22,443.57,191.69
2024-12-09,613.57,389.79,446.02,190.45
2024-12-10,619.32,400.99,443.33,177.74
2024-12-11,632.68,424.77,448.99,178.58
2024-12-12,630.79,418.1,449.56,175.32
2024-12-13,620.35,436.23,447.27,173.39
2024-12-16,624.24,463.02,451.59,171.23
2024-12-17,619.44,479.86,454.46,169.71
2024-12-18,597.19,440.13,437.39,165.41
2024-12-19,595.57,436.17,437.03,168.79
2024-12-20,585.25,421.06,436.6,169.66
2024-12-23,599.85,430.6,435.25,169.14
2024-12-24,607.75,462.28,439.33,171.41
2024-12-26,603.35,454.13,438.11,171.68
2024-12-27,599.81,431.66,430.53,168.96
2024-12-30,591.24,417.41,424.83,166.91
2024-12-31,585.51,403.84,421.5,166.64
2025-01-02,599.24,379.28,418.58,166.03
2025-01-03,604.63,410.44,423.35,166.32
2025-01-06,630.2,411.05,427.85,165.69
2025-01-07,617.89,394.36,422.37,162.03
2025-01-08,610.72,394.94,424.56,163.14
2025-01-10,615.86,394.74,418.95,154.5
2025-01-13,608.33,403.31,417.19,153.92
2025-01-14,594.25,396.36,415.67,156.31
2025-01-15,617.12,428.22,426.31,158.31
2025-01-16,611.3,413.82,424.58,159.54
2025-01-17,612.77,426.5,429.03,161.03
2025-01-21,616.46,424.07,428.5,172.57
2025-01-22,623.5,415.11,446.2,184.22
2025-01-23,636.45,412.38,446.71,186.47
2025-01-24,647.49,406.58,444.06,183.6
2025-01-27,659.88,397.15,434.56,158.28
2025-01-28,674.33,398.09,447.2,164.0
2025-01-29,676.49,389.1,442.33,162.02
2025-01-30,687.0,400.28,414.99,170.38
2025-01-31,689.18,404.6,415.06,170.06
2025-02-03,697.46,383.68,410.92,168.6
2025-02-04,704.19,392.21,412.37,167.89
2025-02-05,704.87,378.17,413.29,171.66
2025-02-06,711.99,374.32,415.82,172.35
2025-02-07,714.52,361.62,409.75,174.46
2025-02-10,717.4,350.73,412.22,178.92
2025-02-11,719.8,328.5,411.44,177.19
2025-02-12,725.38,336.51,409.04,172.22
2025-02-13,728.56,355.94,410.54,173.86
2025-02-14,736.67,355.84,408.43,174.16
2025-02-18,716.37,354.11,409.64,179.8
2025-02-19,703.77,360.56,414.77,181.52
2025-02-20,694.84,354.4,416.13,176.0
2025-02-21,683.55,337.8,408.21,167.81
2025-02-24,668.13,330.53,404.0,169.96
2025-02-25,657.5,302.8,397.9,168.54
2025-02-26,673.7,290.8,399.73,172.47
2025-02-27,658.24,281.95,392.53,164.76
2025-02-28,668.2,292.98,396.99,166.06
2025-03-03,655.05,284.65,388.49,162.02
2025-03-04,640.0,272.04,388.61,157.47
2025-03-05,656.47,279.1,401.02,161.56
2025-03-06,627.93,263.45,396.89,150.94
2025-03-07,625.66,262.67,393.31,155.16
2025-03-10,597.99,222.15,380.16,148.79
2025-03-11,605.71,230.58,380.45,144.18
2025-03-12,619.56,248.09,383.27,150.89
2025-03-13,590.64,240.68,378.77,147.66
2025-03-14,607.6,249.98,388.56,149.27
2025-03-17,604.9,238.01,388.7,154.01
2025-03-18,582.36,225.31,383.52,149.45
2025-03-19,584.06,235.86,387.82,152.45
2025-03-20,586.0,236.26,386.84,152.72
2025-03-21,596.25,248.71,391.26,152.23
2025-03-24,618.85,278.39,393.08,154.87
2025-03-25,626.31,288.14,395.16,153.93
2025-03-26,610.98,272.06,389.97,147.8
2025-03-27,602.58,273.13,390.58,145.78
2025-03-28,576.74,263.55,378.8,140.87
2025-03-31,576.36,259.16,375.39,139.81
2025-04-01,586.0,268.46,382.19,141.94
2025-04-02,583.93,282.76,382.14,145.86
2025-04-03,531.62,267.28,373.11,137.23
2025-04-04,504.73,239.43,359.84,128.27
2025-04-07,516.25,233.29,357.86,127.16
2025-04-08,510.45,221.86,354.56,124.5
2025-04-09,585.77,272.2,390.49,139.69
2025-04-10,546.29,252.4,381.35,133.35
2025-04-11,543.57,252.31,388.45,132.35
2025-04-14,531.48,252.35,387.81,134.64
2025-04-15,521.52,254.11,385.73,133.94
2025-04-16,502.31,241.55,371.61,129.76
2025-04-17,501.48,241.37,367.78,128.62
2025-04-21,484.66,227.5,359.12,122.82
2025-04-22,500.28,237.97,366.82,127.24
2025-04-23,520.27,250.74,374.39,131.4
2025-04-24,533.15,259.51,387.3,137.51
2025-04-25,547.27,284.95,391.85,138.49
2025-04-28,549.74,285.88,391.16,140.14
2025-04-29,554.44,292.03,394.04,140.79
2025-04-30,549.0,282.16,395.26,140.72
2025-05-01,572.21,280.52,425.4,145.49
2025-05-02,597.02,287.21,435.28,150.73
2025-05-05,599.27,280.26,436.17,149.29
2025-05-06,587.31,275.35,433.31,147.7
2025-05-07,596.81,276.22,433.35,149.37
2025-05-08,598.01,284.82,438.17,150.3
2025-05-09,592.49,298.26,438.73,150.34
2025-05-12,639.43,318.38,449.26,157.22
2025-05-13,656.03,334.07,449.14,162.27
2025-05-14,659.36,347.68,452.94,162.95
2025-05-15,643.88,342.82,453.13,159.4
2025-05-16,640.34,349.98,454.27,160.49
2025-05-19,640.43,342.09,458.87,159.64
2025-05-20,637.1,343.82,458.17,160.31
2025-05-21,635.5,334.62,452.57,157.18
2025-05-22,636.57,341.04,454.86,157.31
2025-05-23,627.06,339.34,450.18,155.97
2025-05-27,642.32,362.89,460.69,161.91
2025-05-28,643.58,356.9,457.36,163.85
2025-05-29,645.05,358.43,458.68,162.9
2025-05-30,647.49,346.46,460.36,165.53
2025-06-02,670.9,342.69,461.97,166.57
2025-06-03,666.85,344.27,462.97,169.14
2025-06-04,687.95,332.05,463.87,168.1
2025-06-05,684.62,284.7,467.68,171.14
2025-06-06,697.71,295.14,470.38,174.02
2025-06-09,694.06,308.58,472.75,177.15
2025-06-10,702.4,326.09,470.92,177.48
2025-06-11,694.14,326.43,472.62,176.38
